id,date,store_nbr,family,sales,onpromotion,city,state,holiday_type,cluster,daily_oil_prices,store_type,locale,locale_name,description,transferred,transactions,day_of_week,week_of_year,month,year,is_weekend
480,1/1/2013,22,HOME CARE,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
481,1/1/2013,22,LADIESWEAR,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
482,1/1/2013,22,LAWN AND GARDEN,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
483,1/1/2013,22,LINGERIE,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
484,1/1/2013,22,"LIQUOR,WINE,BEER",0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
485,1/1/2013,22,MAGAZINES,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
486,1/1/2013,22,MEATS,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
487,1/1/2013,22,PERSONAL CARE,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
488,1/1/2013,22,PET SUPPLIES,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
489,1/1/2013,22,PLAYERS AND ELECTRONICS,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
490,1/1/2013,22,POULTRY,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
491,1/1/2013,22,PREPARED FOODS,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
492,1/1/2013,22,PRODUCE,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
493,1/1/2013,22,SCHOOL AND OFFICE SUPPLIES,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
494,1/1/2013,22,SEAFOOD,0,0,Puyo,Pastaza,C,7,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
495,1/1/2013,23,AUTOMOTIVE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
496,1/1/2013,23,BABY CARE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
497,1/1/2013,23,BEAUTY,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
498,1/1/2013,23,BEVERAGES,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
499,1/1/2013,23,BOOKS,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
500,1/1/2013,23,BREAD/BAKERY,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
501,1/1/2013,23,CELEBRATION,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
502,1/1/2013,23,CLEANING,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
503,1/1/2013,23,DAIRY,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
504,1/1/2013,23,DELI,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
505,1/1/2013,23,EGGS,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
506,1/1/2013,23,FROZEN FOODS,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
507,1/1/2013,23,GROCERY I,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
508,1/1/2013,23,GROCERY II,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
509,1/1/2013,23,HARDWARE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
510,1/1/2013,23,HOME AND KITCHEN I,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
511,1/1/2013,23,HOME AND KITCHEN II,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
512,1/1/2013,23,HOME APPLIANCES,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
513,1/1/2013,23,HOME CARE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
514,1/1/2013,23,LADIESWEAR,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
515,1/1/2013,23,LAWN AND GARDEN,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
516,1/1/2013,23,LINGERIE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
517,1/1/2013,23,"LIQUOR,WINE,BEER",0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
518,1/1/2013,23,MAGAZINES,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
519,1/1/2013,23,MEATS,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
520,1/1/2013,23,PERSONAL CARE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
521,1/1/2013,23,PET SUPPLIES,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
522,1/1/2013,23,PLAYERS AND ELECTRONICS,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
523,1/1/2013,23,POULTRY,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
524,1/1/2013,23,PREPARED FOODS,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
525,1/1/2013,23,PRODUCE,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
526,1/1/2013,23,SCHOOL AND OFFICE SUPPLIES,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
527,1/1/2013,23,SEAFOOD,0,0,Ambato,Tungurahua,D,9,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
528,1/1/2013,24,AUTOMOTIVE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
529,1/1/2013,24,BABY CARE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
530,1/1/2013,24,BEAUTY,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
531,1/1/2013,24,BEVERAGES,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
532,1/1/2013,24,BOOKS,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
533,1/1/2013,24,BREAD/BAKERY,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
534,1/1/2013,24,CELEBRATION,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
535,1/1/2013,24,CLEANING,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
536,1/1/2013,24,DAIRY,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
537,1/1/2013,24,DELI,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
538,1/1/2013,24,EGGS,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
539,1/1/2013,24,FROZEN FOODS,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
540,1/1/2013,24,GROCERY I,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
541,1/1/2013,24,GROCERY II,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
542,1/1/2013,24,HARDWARE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
543,1/1/2013,24,HOME AND KITCHEN I,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
544,1/1/2013,24,HOME AND KITCHEN II,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
545,1/1/2013,24,HOME APPLIANCES,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
546,1/1/2013,24,HOME CARE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
547,1/1/2013,24,LADIESWEAR,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
548,1/1/2013,24,LAWN AND GARDEN,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
549,1/1/2013,24,LINGERIE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
550,1/1/2013,24,"LIQUOR,WINE,BEER",0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
551,1/1/2013,24,MAGAZINES,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
552,1/1/2013,24,MEATS,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
553,1/1/2013,24,PERSONAL CARE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
554,1/1/2013,24,PET SUPPLIES,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
555,1/1/2013,24,PLAYERS AND ELECTRONICS,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
556,1/1/2013,24,POULTRY,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
557,1/1/2013,24,PREPARED FOODS,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
558,1/1/2013,24,PRODUCE,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
559,1/1/2013,24,SCHOOL AND OFFICE SUPPLIES,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
560,1/1/2013,24,SEAFOOD,0,0,Guayaquil,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
561,1/1/2013,25,AUTOMOTIVE,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
562,1/1/2013,25,BABY CARE,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
563,1/1/2013,25,BEAUTY,2,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
564,1/1/2013,25,BEVERAGES,490.0275,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
565,1/1/2013,25,BOOKS,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
566,1/1/2013,25,BREAD/BAKERY,180.589,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
567,1/1/2013,25,CELEBRATION,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
568,1/1/2013,25,CLEANING,186,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
569,1/1/2013,25,DAIRY,143,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
570,1/1/2013,25,DELI,71.09,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
571,1/1/2013,25,EGGS,46,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
572,1/1/2013,25,FROZEN FOODS,29.654999,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
573,1/1/2013,25,GROCERY I,490.0275,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
574,1/1/2013,25,GROCERY II,15,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
575,1/1/2013,25,HARDWARE,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
576,1/1/2013,25,HOME AND KITCHEN I,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
577,1/1/2013,25,HOME AND KITCHEN II,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
578,1/1/2013,25,HOME APPLIANCES,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
579,1/1/2013,25,HOME CARE,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
580,1/1/2013,25,LADIESWEAR,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
581,1/1/2013,25,LAWN AND GARDEN,2,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
582,1/1/2013,25,LINGERIE,5,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
583,1/1/2013,25,"LIQUOR,WINE,BEER",105,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
584,1/1/2013,25,MAGAZINES,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
585,1/1/2013,25,MEATS,110.801,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
586,1/1/2013,25,PERSONAL CARE,25,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
587,1/1/2013,25,PET SUPPLIES,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
588,1/1/2013,25,PLAYERS AND ELECTRONICS,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
589,1/1/2013,25,POULTRY,42.637,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
590,1/1/2013,25,PREPARED FOODS,37.847,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
591,1/1/2013,25,PRODUCE,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
592,1/1/2013,25,SCHOOL AND OFFICE SUPPLIES,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
593,1/1/2013,25,SEAFOOD,0,0,Salinas,Santa Elena,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,770,1,1,1,2013,0
594,1/1/2013,26,AUTOMOTIVE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
595,1/1/2013,26,BABY CARE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
596,1/1/2013,26,BEAUTY,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
597,1/1/2013,26,BEVERAGES,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
598,1/1/2013,26,BOOKS,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
599,1/1/2013,26,BREAD/BAKERY,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
600,1/1/2013,26,CELEBRATION,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
601,1/1/2013,26,CLEANING,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
602,1/1/2013,26,DAIRY,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
603,1/1/2013,26,DELI,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
604,1/1/2013,26,EGGS,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
605,1/1/2013,26,FROZEN FOODS,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
606,1/1/2013,26,GROCERY I,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
607,1/1/2013,26,GROCERY II,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
608,1/1/2013,26,HARDWARE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
609,1/1/2013,26,HOME AND KITCHEN I,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
610,1/1/2013,26,HOME AND KITCHEN II,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
611,1/1/2013,26,HOME APPLIANCES,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
612,1/1/2013,26,HOME CARE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
613,1/1/2013,26,LADIESWEAR,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
614,1/1/2013,26,LAWN AND GARDEN,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
615,1/1/2013,26,LINGERIE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
616,1/1/2013,26,"LIQUOR,WINE,BEER",0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
617,1/1/2013,26,MAGAZINES,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
618,1/1/2013,26,MEATS,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
619,1/1/2013,26,PERSONAL CARE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
620,1/1/2013,26,PET SUPPLIES,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
621,1/1/2013,26,PLAYERS AND ELECTRONICS,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
622,1/1/2013,26,POULTRY,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
623,1/1/2013,26,PREPARED FOODS,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
624,1/1/2013,26,PRODUCE,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
625,1/1/2013,26,SCHOOL AND OFFICE SUPPLIES,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
626,1/1/2013,26,SEAFOOD,0,0,Guayaquil,Guayas,D,10,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
627,1/1/2013,27,AUTOMOTIVE,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
628,1/1/2013,27,BABY CARE,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
629,1/1/2013,27,BEAUTY,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
630,1/1/2013,27,BEVERAGES,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
631,1/1/2013,27,BOOKS,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
632,1/1/2013,27,BREAD/BAKERY,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
633,1/1/2013,27,CELEBRATION,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
634,1/1/2013,27,CLEANING,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
635,1/1/2013,27,DAIRY,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
636,1/1/2013,27,DELI,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
637,1/1/2013,27,EGGS,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
638,1/1/2013,27,FROZEN FOODS,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
639,1/1/2013,27,GROCERY I,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
640,1/1/2013,27,GROCERY II,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
641,1/1/2013,27,HARDWARE,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
642,1/1/2013,27,HOME AND KITCHEN I,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
643,1/1/2013,27,HOME AND KITCHEN II,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
644,1/1/2013,27,HOME APPLIANCES,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
645,1/1/2013,27,HOME CARE,0,0,Daule,Guayas,D,1,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
